feature_id,timestamp,mask_id,writer_id,x_position,y_position,target_width,measured_width,cd_error,defect_flag,exposure_dose,temperature,humidity,vibration,day,week,month,hour,day_of_week
F_001159,2026-06-24 12:00:00,M_2026_06_24_04,MBMW_03,4359.2,3769.3,40.0,44.8,4.8,1,15.06,22.1,51.9,0.045,24,26,6,12,2
F_001160,2026-06-24 12:10:00,M_2026_06_24_04,MBMW_04,146.2,2889.5,80.0,86.1,6.1,1,16.12,22.0,49.4,0.031,24,26,6,12,2
F_001161,2026-06-24 12:20:00,M_2026_06_24_05,MBMW_05,4129.1,4521.8,40.0,41.9,1.9,0,14.26,22.0,46.8,0.018,24,26,6,12,2
F_001162,2026-06-24 12:30:00,M_2026_06_24_05,MBMW_03,644.3,4087.0,60.0,60.5,0.5,0,14.2,22.6,47.6,0.045,24,26,6,12,2
F_001163,2026-06-24 12:40:00,M_2026_06_24_05,MBMW_04,1675.6,3785.2,60.0,64.7,4.7,1,15.78,22.3,49.9,0.048,24,26,6,12,2
F_001164,2026-06-24 12:50:00,M_2026_06_24_05,MBMW_05,3717.5,278.0,60.0,59.8,-0.2,0,14.16,22.2,50.1,0.014,24,26,6,12,2
F_001165,2026-06-24 13:00:00,M_2026_06_24_05,MBMW_03,803.8,34.4,80.0,86.1,6.1,1,15.09,22.6,50.9,0.043,24,26,6,13,2
F_001166,2026-06-24 13:10:00,M_2026_06_24_05,MBMW_04,4089.8,1062.2,50.0,53.1,3.1,1,15.76,22.8,50.9,0.047,24,26,6,13,2
F_001167,2026-06-24 13:20:00,M_2026_06_24_05,MBMW_05,4160.7,3317.6,70.0,74.1,4.1,1,14.72,22.7,51.5,0.02,24,26,6,13,2
F_001168,2026-06-24 13:30:00,M_2026_06_24_05,MBMW_03,2537.3,2056.0,40.0,40.9,0.9,0,14.97,23.0,48.1,0.053,24,26,6,13,2
F_001169,2026-06-24 13:40:00,M_2026_06_24_05,MBMW_04,31.9,2012.0,70.0,76.3,6.3,1,15.53,22.8,53.2,0.032,24,26,6,13,2
F_001170,2026-06-24 13:50:00,M_2026_06_24_05,MBMW_05,1435.2,4422.9,50.0,53.2,3.2,1,14.86,22.7,53.3,0.034,24,26,6,13,2
F_001171,2026-06-25 09:00:00,M_2026_06_25_03,MBMW_03,3084.6,4477.8,50.0,52.5,2.5,0,15.08,21.7,47.5,0.059,25,26,6,9,3
F_001172,2026-06-25 09:10:00,M_2026_06_25_03,MBMW_04,4905.9,4545.9,80.0,84.6,4.6,1,15.04,21.2,47.1,0.032,25,26,6,9,3
F_001173,2026-06-25 09:20:00,M_2026_06_25_03,MBMW_05,3159.1,1569.4,60.0,65.2,5.2,1,15.16,21.2,45.3,0.035,25,26,6,9,3
F_001174,2026-06-25 09:30:00,M_2026_06_25_03,MBMW_03,1299.0,3455.3,60.0,62.7,2.7,0,14.92,21.9,49.3,0.06,25,26,6,9,3
F_001175,2026-06-25 09:40:00,M_2026_06_25_03,MBMW_04,3170.0,1358.2,50.0,55.0,5.0,1,15.57,21.4,50.0,0.05,25,26,6,9,3
F_001176,2026-06-25 09:50:00,M_2026_06_25_03,MBMW_05,2699.9,953.0,80.0,80.5,0.5,0,14.82,22.1,48.1,0.023,25,26,6,9,3
F_001177,2026-06-25 10:00:00,M_2026_06_25_03,MBMW_03,3899.2,923.2,80.0,83.5,3.5,1,15.26,21.9,49.9,0.045,25,26,6,10,3
F_001178,2026-06-25 10:10:00,M_2026_06_25_03,MBMW_04,534.9,1710.5,40.0,46.1,6.1,1,15.73,21.5,46.7,0.029,25,26,6,10,3
F_001179,2026-06-25 10:20:00,M_2026_06_25_03,MBMW_05,3805.1,2149.8,60.0,61.8,1.8,0,14.65,21.8,51.5,0.019,25,26,6,10,3
F_001180,2026-06-25 10:30:00,M_2026_06_25_03,MBMW_03,2706.3,4154.7,50.0,50.9,0.9,0,14.93,22.5,48.6,0.045,25,26,6,10,3
F_001181,2026-06-25 10:40:00,M_2026_06_25_04,MBMW_04,4815.0,599.5,70.0,74.4,4.4,1,15.54,22.0,50.3,0.026,25,26,6,10,3
F_001182,2026-06-25 10:50:00,M_2026_06_25_04,MBMW_05,1709.4,3674.6,60.0,62.4,2.4,0,14.95,22.0,50.2,0.031,25,26,6,10,3
F_001183,2026-06-25 11:00:00,M_2026_06_25_04,MBMW_03,3163.1,2657.3,40.0,40.9,0.9,0,14.58,21.7,45.9,0.046,25,26,6,11,3
F_001184,2026-06-25 11:10:00,M_2026_06_25_04,MBMW_04,4660.1,1439.7,80.0,85.0,5.0,1,15.61,22.5,51.5,0.047,25,26,6,11,3
F_001185,2026-06-25 11:20:00,M_2026_06_25_04,MBMW_05,512.5,2464.1,50.0,51.8,1.8,0,14.35,22.3,48.4,0.034,25,26,6,11,3
F_001186,2026-06-25 11:30:00,M_2026_06_25_04,MBMW_03,4686.1,1499.7,60.0,65.4,5.4,1,15.47,21.8,50.4,0.04,25,26,6,11,3
F_001187,2026-06-25 11:40:00,M_2026_06_25_04,MBMW_04,3439.4,2980.4,70.0,75.9,5.9,1,15.53,22.6,47.2,0.035,25,26,6,11,3
F_001188,2026-06-25 11:50:00,M_2026_06_25_04,MBMW_05,339.2,2169.2,40.0,42.7,2.7,0,14.5,22.2,49.0,0.033,25,26,6,11,3
F_001189,2026-06-25 12:00:00,M_2026_06_25_04,MBMW_03,1504.8,822.0,40.0,44.0,4.0,1,15.05,21.9,50.7,0.036,25,26,6,12,3
F_001190,2026-06-25 12:10:00,M_2026_06_25_04,MBMW_04,3540.9,582.9,60.0,65.6,5.6,1,15.42,22.0,47.8,0.021,25,26,6,12,3
F_001191,2026-06-25 12:20:00,M_2026_06_25_05,MBMW_05,336.8,2733.5,70.0,72.1,2.1,0,14.57,22.6,47.9,0.036,25,26,6,12,3
F_001192,2026-06-25 12:30:00,M_2026_06_25_05,MBMW_03,2910.9,4512.1,40.0,39.7,-0.3,0,14.38,22.1,50.2,0.034,25,26,6,12,3
F_001193,2026-06-25 12:40:00,M_2026_06_25_05,MBMW_04,1729.4,1719.8,50.0,54.1,4.1,1,15.12,22.1,49.6,0.047,25,26,6,12,3
F_001194,2026-06-25 12:50:00,M_2026_06_25_05,MBMW_05,3104.6,3665.0,40.0,42.1,2.1,0,14.58,22.3,50.6,0.037,25,26,6,12,3
F_001195,2026-06-25 13:00:00,M_2026_06_25_05,MBMW_03,228.7,3293.3,70.0,71.8,1.8,0,14.42,22.5,49.1,0.044,25,26,6,13,3
F_001196,2026-06-25 13:10:00,M_2026_06_25_05,MBMW_04,4357.7,4657.8,80.0,84.0,4.0,1,15.25,22.4,51.1,0.044,25,26,6,13,3
F_001197,2026-06-25 13:20:00,M_2026_06_25_05,MBMW_05,4867.4,4104.9,80.0,81.7,1.7,0,14.48,22.5,48.6,0.021,25,26,6,13,3
F_001198,2026-06-25 13:30:00,M_2026_06_25_05,MBMW_03,4844.4,2833.0,60.0,63.9,3.9,1,14.69,23.0,50.8,0.056,25,26,6,13,3
F_001199,2026-06-25 13:40:00,M_2026_06_25_05,MBMW_04,3748.3,3285.2,70.0,76.1,6.1,1,15.66,22.9,47.7,0.045,25,26,6,13,3
F_001200,2026-06-25 13:50:00,M_2026_06_25_05,MBMW_05,650.4,4491.9,40.0,42.9,2.9,0,14.37,22.7,48.2,0.012,25,26,6,13,3
F_001201,2026-06-26 09:00:00,M_2026_06_26_03,MBMW_03,3791.3,1997.6,40.0,43.7,3.7,1,14.96,21.4,50.0,0.047,26,26,6,9,4
F_001202,2026-06-26 09:10:00,M_2026_06_26_03,MBMW_04,122.9,1634.0,80.0,85.3,5.3,1,15.33,21.5,47.7,0.039,26,26,6,9,4
F_001203,2026-06-26 09:20:00,M_2026_06_26_03,MBMW_05,110.6,54.1,80.0,83.2,3.2,1,14.6,21.5,46.5,0.01,26,26,6,9,4
F_001204,2026-06-26 09:30:00,M_2026_06_26_03,MBMW_03,1618.1,4132.8,50.0,54.7,4.7,1,15.41,21.5,52.4,0.059,26,26,6,9,4
F_001205,2026-06-26 09:40:00,M_2026_06_26_03,MBMW_04,2443.2,4004.9,80.0,85.9,5.9,1,15.49,21.8,49.0,0.032,26,26,6,9,4
F_001206,2026-06-26 09:50:00,M_2026_06_26_03,MBMW_05,3852.0,522.3,50.0,52.6,2.6,0,14.75,21.7,50.2,0.026,26,26,6,9,4
F_001207,2026-06-26 10:00:00,M_2026_06_26_03,MBMW_03,3416.5,2884.3,40.0,42.1,2.1,0,14.71,21.7,44.8,0.036,26,26,6,10,4
F_001208,2026-06-26 10:10:00,M_2026_06_26_03,MBMW_04,2229.5,2319.9,50.0,52.6,2.6,0,15.62,22.1,52.1,0.038,26,26,6,10,4
F_001209,2026-06-26 10:20:00,M_2026_06_26_03,MBMW_05,1368.1,593.5,50.0,59.0,9.0,1,14.81,22.3,54.8,0.034,26,26,6,10,4
F_001210,2026-06-26 10:30:00,M_2026_06_26_03,MBMW_03,4985.6,4902.8,60.0,75.6,15.6,1,15.08,21.4,52.1,0.048,26,26,6,10,4
F_001211,2026-06-26 10:40:00,M_2026_06_26_04,MBMW_04,2130.9,1073.5,80.0,82.2,2.2,0,15.08,21.3,52.5,0.044,26,26,6,10,4
F_001212,2026-06-26 10:50:00,M_2026_06_26_04,MBMW_05,2256.9,336.2,50.0,52.9,2.9,0,14.46,21.7,49.0,0.032,26,26,6,10,4
F_001213,2026-06-26 11:00:00,M_2026_06_26_04,MBMW_03,818.1,2974.2,40.0,42.7,2.7,0,15.37,22.1,50.3,0.037,26,26,6,11,4
F_001214,2026-06-26 11:10:00,M_2026_06_26_04,MBMW_04,3974.0,3694.3,70.0,73.9,3.9,1,15.23,22.0,50.9,0.033,26,26,6,11,4
F_001215,2026-06-26 11:20:00,M_2026_06_26_04,MBMW_05,3468.4,162.2,50.0,54.7,4.7,1,15.11,22.3,48.5,0.014,26,26,6,11,4
F_001216,2026-06-26 11:30:00,M_2026_06_26_04,MBMW_03,1103.8,3293.6,80.0,80.4,0.4,0,14.78,21.9,49.7,0.031,26,26,6,11,4
F_001217,2026-06-26 11:40:00,M_2026_06_26_04,MBMW_04,411.9,2661.5,60.0,63.8,3.8,1,15.49,21.5,48.0,0.022,26,26,6,11,4
F_001218,2026-06-26 11:50:00,M_2026_06_26_04,MBMW_05,3402.5,516.3,40.0,42.7,2.7,0,14.59,21.7,49.2,0.038,26,26,6,11,4
F_001219,2026-06-26 12:00:00,M_2026_06_26_04,MBMW_03,3272.6,862.6,60.0,63.0,3.0,0,14.69,22.4,51.7,0.06,26,26,6,12,4
F_001220,2026-06-26 12:10:00,M_2026_06_26_04,MBMW_04,1366.3,2839.9,70.0,73.0,3.0,0,15.2,22.6,46.5,0.023,26,26,6,12,4
F_001221,2026-06-26 12:20:00,M_2026_06_26_05,MBMW_05,4754.3,1481.8,50.0,52.7,2.7,0,14.43,21.7,51.9,0.02,26,26,6,12,4
F_001222,2026-06-26 12:30:00,M_2026_06_26_05,MBMW_03,755.3,4691.6,50.0,53.9,3.9,1,14.99,22.8,46.8,0.033,26,26,6,12,4
F_001223,2026-06-26 12:40:00,M_2026_06_26_05,MBMW_04,2161.7,4093.7,80.0,85.2,5.2,1,15.71,22.6,50.0,0.045,26,26,6,12,4
F_001224,2026-06-26 12:50:00,M_2026_06_26_05,MBMW_05,4718.1,4917.8,50.0,53.7,3.7,1,14.67,22.5,50.2,0.025,26,26,6,12,4
F_001225,2026-06-26 13:00:00,M_2026_06_26_05,MBMW_03,2098.6,1298.4,40.0,43.9,3.9,1,14.94,22.4,51.0,0.049,26,26,6,13,4
F_001226,2026-06-26 13:10:00,M_2026_06_26_05,MBMW_04,3192.6,4848.6,70.0,74.9,4.9,1,15.81,23.1,49.4,0.036,26,26,6,13,4
F_001227,2026-06-26 13:20:00,M_2026_06_26_05,MBMW_05,1988.0,2156.2,60.0,61.4,1.4,0,14.66,23.0,47.6,0.031,26,26,6,13,4
F_001228,2026-06-26 13:30:00,M_2026_06_26_05,MBMW_03,1371.1,1737.6,70.0,71.9,1.9,0,14.79,22.9,50.0,0.04,26,26,6,13,4
F_001229,2026-06-26 13:40:00,M_2026_06_26_05,MBMW_04,4919.9,251.7,50.0,53.6,3.6,1,15.15,22.6,53.9,0.024,26,26,6,13,4
F_001230,2026-06-26 13:50:00,M_2026_06_26_05,MBMW_05,2046.7,263.8,60.0,66.1,6.1,1,15.03,23.4,49.4,0.011,26,26,6,13,4
F_001231,2026-06-29 09:00:00,M_2026_06_29_03,MBMW_03,4470.5,3460.1,80.0,84.1,4.1,1,14.86,21.5,46.8,0.043,29,27,6,9,0
F_001232,2026-06-29 09:10:00,M_2026_06_29_03,MBMW_04,1149.8,2289.6,70.0,72.4,2.4,0,15.28,21.6,47.8,0.047,29,27,6,9,0
F_001233,2026-06-29 09:20:00,M_2026_06_29_03,MBMW_05,1065.5,1132.6,60.0,60.9,0.9,0,14.46,21.6,49.1,0.019,29,27,6,9,0
F_001234,2026-06-29 09:30:00,M_2026_06_29_03,MBMW_03,155.7,3069.9,60.0,65.4,5.4,1,15.32,21.3,48.4,0.036,29,27,6,9,0
F_001235,2026-06-29 09:40:00,M_2026_06_29_03,MBMW_04,3258.3,1264.3,60.0,62.5,2.5,0,15.29,21.7,48.3,0.048,29,27,6,9,0
F_001236,2026-06-29 09:50:00,M_2026_06_29_03,MBMW_05,1842.6,2888.2,40.0,41.7,1.7,0,14.95,21.8,51.9,0.013,29,27,6,9,0
F_001237,2026-06-29 10:00:00,M_2026_06_29_03,MBMW_03,4321.8,1796.0,70.0,74.8,4.8,1,14.89,21.5,50.4,0.032,29,27,6,10,0
F_001238,2026-06-29 10:10:00,M_2026_06_29_03,MBMW_04,2366.0,4117.8,60.0,62.3,2.3,0,15.1,21.8,49.2,0.046,29,27,6,10,0
F_001239,2026-06-29 10:20:00,M_2026_06_29_03,MBMW_05,4841.0,4103.5,70.0,73.9,3.9,1,14.56,21.7,49.3,0.031,29,27,6,10,0
F_001240,2026-06-29 10:30:00,M_2026_06_29_03,MBMW_03,927.6,2386.8,60.0,64.7,4.7,1,14.95,22.0,50.0,0.043,29,27,6,10,0
F_001241,2026-06-29 10:40:00,M_2026_06_29_04,MBMW_04,4343.1,1754.1,80.0,83.8,3.8,1,15.43,21.7,50.8,0.043,29,27,6,10,0
F_001242,2026-06-29 10:50:00,M_2026_06_29_04,MBMW_05,3883.0,1812.8,80.0,81.2,1.2,0,14.62,21.9,52.3,0.032,29,27,6,10,0
F_001243,2026-06-29 11:00:00,M_2026_06_29_04,MBMW_03,3854.6,4028.6,80.0,83.0,3.0,0,14.87,22.0,49.0,0.031,29,27,6,11,0
F_001244,2026-06-29 11:10:00,M_2026_06_29_04,MBMW_04,4223.9,1640.9,50.0,52.2,2.2,0,15.23,21.9,47.9,0.04,29,27,6,11,0
F_001245,2026-06-29 11:20:00,M_2026_06_29_04,MBMW_05,3805.1,1045.3,60.0,62.8,2.8,0,14.67,21.8,48.8,0.029,29,27,6,11,0
F_001246,2026-06-29 11:30:00,M_2026_06_29_04,MBMW_03,3131.1,423.4,50.0,54.0,4.0,1,15.13,21.9,48.2,0.059,29,27,6,11,0
F_001247,2026-06-29 11:40:00,M_2026_06_29_04,MBMW_04,656.2,2333.5,70.0,73.6,3.6,1,15.03,22.2,46.9,0.049,29,27,6,11,0
F_001248,2026-06-29 11:50:00,M_2026_06_29_04,MBMW_05,162.6,2410.7,50.0,55.9,5.9,1,15.06,22.1,52.8,0.021,29,27,6,11,0
F_001249,2026-06-29 12:00:00,M_2026_06_29_04,MBMW_03,4604.2,4204.5,70.0,70.9,0.9,0,13.86,22.1,51.7,0.048,29,27,6,12,0
F_001250,2026-06-29 12:10:00,M_2026_06_29_04,MBMW_04,3083.3,1106.2,70.0,74.9,4.9,1,15.49,22.5,45.4,0.024,29,27,6,12,0
F_001251,2026-06-29 12:20:00,M_2026_06_29_05,MBMW_05,3982.7,1905.0,70.0,70.7,0.7,0,14.81,22.6,50.4,0.012,29,27,6,12,0
F_001252,2026-06-29 12:30:00,M_2026_06_29_05,MBMW_03,2407.6,4042.0,50.0,53.1,3.1,1,14.79,22.8,49.2,0.043,29,27,6,12,0
F_001253,2026-06-29 12:40:00,M_2026_06_29_05,MBMW_04,586.5,4118.1,60.0,64.6,4.6,1,14.83,22.3,48.9,0.041,29,27,6,12,0
F_001254,2026-06-29 12:50:00,M_2026_06_29_05,MBMW_05,625.9,1923.1,50.0,49.0,-1.0,0,14.64,22.8,44.9,0.027,29,27,6,12,0
F_001255,2026-06-29 13:00:00,M_2026_06_29_05,MBMW_03,3427.8,2295.6,60.0,64.2,4.2,1,15.02,23.2,49.8,0.043,29,27,6,13,0
F_001256,2026-06-29 13:10:00,M_2026_06_29_05,MBMW_04,2151.5,1516.4,60.0,62.8,2.8,0,15.13,22.7,49.9,0.045,29,27,6,13,0
F_001257,2026-06-29 13:20:00,M_2026_06_29_05,MBMW_05,1002.6,4662.8,70.0,71.2,1.2,0,14.42,22.7,47.3,0.034,29,27,6,13,0
F_001258,2026-06-29 13:30:00,M_2026_06_29_05,MBMW_03,2458.0,593.2,50.0,55.6,5.6,1,15.26,22.7,52.9,0.052,29,27,6,13,0
F_001259,2026-06-29 13:40:00,M_2026_06_29_05,MBMW_04,321.0,4668.7,60.0,67.2,7.2,1,15.51,22.5,51.1,0.022,29,27,6,13,0
F_001260,2026-06-29 13:50:00,M_2026_06_29_05,MBMW_05,2909.9,3419.3,80.0,81.3,1.3,0,14.22,23.2,47.3,0.034,29,27,6,13,0
F_001261,2026-06-30 09:00:00,M_2026_06_30_03,MBMW_03,1345.0,2657.9,60.0,63.3,3.3,1,15.11,21.5,50.6,0.058,30,27,6,9,1
F_001262,2026-06-30 09:10:00,M_2026_06_30_03,MBMW_04,3987.8,163.3,80.0,83.1,3.1,1,15.2,21.5,47.8,0.022,30,27,6,9,1
F_001263,2026-06-30 09:20:00,M_2026_06_30_03,MBMW_05,1551.8,2378.0,50.0,51.3,1.3,0,14.45,21.8,50.9,0.022,30,27,6,9,1
F_001264,2026-06-30 09:30:00,M_2026_06_30_03,MBMW_03,2276.1,2038.7,50.0,54.0,4.0,1,15.04,21.8,46.1,0.06,30,27,6,9,1
F_001265,2026-06-30 09:40:00,M_2026_06_30_03,MBMW_04,58.1,806.1,50.0,54.4,4.4,1,15.51,21.4,49.4,0.038,30,27,6,9,1
F_001266,2026-06-30 09:50:00,M_2026_06_30_03,MBMW_05,362.2,3282.0,60.0,61.9,1.9,0,14.56,21.5,46.8,0.025,30,27,6,9,1
F_001267,2026-06-30 10:00:00,M_2026_06_30_03,MBMW_03,1962.5,4855.8,40.0,46.2,6.2,1,14.83,21.5,47.7,0.035,30,27,6,10,1
F_001268,2026-06-30 10:10:00,M_2026_06_30_03,MBMW_04,2399.7,2810.9,60.0,64.6,4.6,1,15.41,22.4,45.6,0.037,30,27,6,10,1
F_001269,2026-06-30 10:20:00,M_2026_06_30_03,MBMW_05,3000.1,3573.8,60.0,62.7,2.7,0,14.45,22.2,47.1,0.023,30,27,6,10,1
F_001270,2026-06-30 10:30:00,M_2026_06_30_03,MBMW_03,1458.3,342.3,70.0,73.4,3.4,1,15.31,22.0,47.1,0.034,30,27,6,10,1
F_001271,2026-06-30 10:40:00,M_2026_06_30_04,MBMW_04,3474.9,2088.3,70.0,71.6,1.6,0,15.01,21.7,47.0,0.034,30,27,6,10,1
F_001272,2026-06-30 10:50:00,M_2026_06_30_04,MBMW_05,4300.6,581.8,60.0,62.7,2.7,0,14.61,21.8,50.1,0.015,30,27,6,10,1
F_001273,2026-06-30 11:00:00,M_2026_06_30_04,MBMW_03,3899.3,3064.0,80.0,80.5,0.5,0,14.55,22.0,46.3,0.052,30,27,6,11,1
F_001274,2026-06-30 11:10:00,M_2026_06_30_04,MBMW_04,198.1,4692.4,70.0,78.0,8.0,1,15.77,22.6,50.5,0.049,30,27,6,11,1
F_001275,2026-06-30 11:20:00,M_2026_06_30_04,MBMW_05,2402.5,3308.9,60.0,63.4,3.4,1,14.62,22.1,51.9,0.024,30,27,6,11,1
F_001276,2026-06-30 11:30:00,M_2026_06_30_04,MBMW_03,524.7,384.0,40.0,42.2,2.2,0,14.67,22.2,48.2,0.049,30,27,6,11,1
F_001277,2026-06-30 11:40:00,M_2026_06_30_04,MBMW_04,1210.2,1773.3,80.0,86.9,6.9,1,15.7,21.4,49.8,0.033,30,27,6,11,1
F_001278,2026-06-30 11:50:00,M_2026_06_30_04,MBMW_05,4933.3,2753.3,50.0,50.6,0.6,0,14.0,22.3,49.3,0.014,30,27,6,11,1
F_001279,2026-06-30 12:00:00,M_2026_06_30_04,MBMW_03,712.5,2016.0,60.0,67.2,7.2,1,15.08,21.8,49.2,0.059,30,27,6,12,1
F_001280,2026-06-30 12:10:00,M_2026_06_30_04,MBMW_04,2494.4,4168.2,60.0,65.0,5.0,1,15.84,22.2,44.9,0.024,30,27,6,12,1
F_001281,2026-06-30 12:20:00,M_2026_06_30_05,MBMW_05,3090.8,4073.4,80.0,83.6,3.6,1,14.75,22.4,47.7,0.013,30,27,6,12,1
F_001282,2026-06-30 12:30:00,M_2026_06_30_05,MBMW_03,3512.3,3059.2,70.0,74.4,4.4,1,14.84,22.3,52.9,0.044,30,27,6,12,1
F_001283,2026-06-30 12:40:00,M_2026_06_30_05,MBMW_04,2798.2,1867.3,70.0,74.3,4.3,1,15.12,22.3,50.6,0.04,30,27,6,12,1
F_001284,2026-06-30 12:50:00,M_2026_06_30_05,MBMW_05,48.9,1276.7,70.0,75.3,5.3,1,15.02,22.4,49.4,0.021,30,27,6,12,1
F_001285,2026-06-30 13:00:00,M_2026_06_30_05,MBMW_03,1632.3,529.4,50.0,54.4,4.4,1,15.27,22.5,45.8,0.036,30,27,6,13,1
F_001286,2026-06-30 13:10:00,M_2026_06_30_05,MBMW_04,2588.6,1774.5,80.0,84.3,4.3,1,15.3,22.6,51.0,0.045,30,27,6,13,1
F_001287,2026-06-30 13:20:00,M_2026_06_30_05,MBMW_05,439.3,2065.9,80.0,81.1,1.1,0,14.51,22.7,47.9,0.021,30,27,6,13,1
F_001288,2026-06-30 13:30:00,M_2026_06_30_05,MBMW_03,1753.1,3379.1,70.0,74.9,4.9,1,15.35,22.8,47.1,0.036,30,27,6,13,1
F_001289,2026-06-30 13:40:00,M_2026_06_30_05,MBMW_04,166.0,3290.8,70.0,74.1,4.1,1,15.66,23.3,47.3,0.031,30,27,6,13,1
F_001290,2026-06-30 13:50:00,M_2026_06_30_05,MBMW_05,392.9,350.5,40.0,39.4,-0.6,0,14.16,22.3,50.5,0.016,30,27,6,13,1
F_001291,2026-07-01 09:00:00,M_2026_07_01_03,MBMW_03,1984.6,1976.3,40.0,42.4,2.4,0,14.94,21.6,48.4,0.046,1,27,7,9,2
F_001292,2026-07-01 09:10:00,M_2026_07_01_03,MBMW_04,663.6,908.9,60.0,72.8,12.8,1,15.43,21.6,50.4,0.04,1,27,7,9,2
F_001293,2026-07-01 09:20:00,M_2026_07_01_03,MBMW_05,2837.7,784.1,60.0,64.1,4.1,1,14.78,21.6,51.1,0.034,1,27,7,9,2
F_001294,2026-07-01 09:30:00,M_2026_07_01_03,MBMW_03,3447.3,4136.5,80.0,83.7,3.7,1,15.0,21.4,47.5,0.037,1,27,7,9,2
F_001295,2026-07-01 09:40:00,M_2026_07_01_03,MBMW_04,4002.9,209.6,80.0,86.8,6.8,1,15.35,21.6,49.0,0.025,1,27,7,9,2
F_001296,2026-07-01 09:50:00,M_2026_07_01_03,MBMW_05,1000.8,2095.9,50.0,51.7,1.7,0,14.76,21.2,48.6,0.011,1,27,7,9,2
F_001297,2026-07-01 10:00:00,M_2026_07_01_03,MBMW_03,837.4,841.0,50.0,50.9,0.9,0,14.87,21.8,46.6,0.037,1,27,7,10,2
F_001298,2026-07-01 10:10:00,M_2026_07_01_03,MBMW_04,522.8,4396.7,40.0,43.2,3.2,1,16.53,21.9,47.0,0.021,1,27,7,10,2
F_001299,2026-07-01 10:20:00,M_2026_07_01_03,MBMW_05,3182.2,2785.2,60.0,60.7,0.7,0,14.74,21.6,49.2,0.02,1,27,7,10,2
F_001300,2026-07-01 10:30:00,M_2026_07_01_03,MBMW_03,3532.4,1156.9,40.0,44.1,4.1,1,15.0,22.4,49.5,0.034,1,27,7,10,2
F_001301,2026-07-01 10:40:00,M_2026_07_01_04,MBMW_04,157.9,2512.1,40.0,44.6,4.6,1,16.06,21.8,49.6,0.037,1,27,7,10,2
F_001302,2026-07-01 10:50:00,M_2026_07_01_04,MBMW_05,4681.1,3657.4,60.0,62.0,2.0,0,14.3,21.9,49.7,0.022,1,27,7,10,2
F_001303,2026-07-01 11:00:00,M_2026_07_01_04,MBMW_03,259.9,4790.6,50.0,56.1,6.1,1,14.98,22.3,48.2,0.033,1,27,7,11,2
F_001304,2026-07-01 11:10:00,M_2026_07_01_04,MBMW_04,2706.5,1102.2,60.0,62.1,2.1,0,15.23,22.6,54.1,0.032,1,27,7,11,2
F_001305,2026-07-01 11:20:00,M_2026_07_01_04,MBMW_05,3545.3,4430.9,70.0,74.3,4.3,1,14.9,21.7,50.4,0.016,1,27,7,11,2
F_001306,2026-07-01 11:30:00,M_2026_07_01_04,MBMW_03,4354.8,4671.5,70.0,74.5,4.5,1,14.86,21.9,48.8,0.05,1,27,7,11,2
F_001307,2026-07-01 11:40:00,M_2026_07_01_04,MBMW_04,3570.4,4582.1,70.0,74.2,4.2,1,15.69,22.1,50.8,0.031,1,27,7,11,2
F_001308,2026-07-01 11:50:00,M_2026_07_01_04,MBMW_05,4008.6,3177.1,80.0,85.0,5.0,1,14.87,22.0,48.3,0.014,1,27,7,11,2
F_001309,2026-07-01 12:00:00,M_2026_07_01_04,MBMW_03,1697.3,3149.1,50.0,53.5,3.5,1,15.25,22.5,50.1,0.04,1,27,7,12,2
F_001310,2026-07-01 12:10:00,M_2026_07_01_04,MBMW_04,4074.1,2016.1,50.0,53.9,3.9,1,15.67,22.1,50.8,0.027,1,27,7,12,2
F_001311,2026-07-01 12:20:00,M_2026_07_01_05,MBMW_05,400.6,3762.0,80.0,85.7,5.7,1,14.65,22.8,51.1,0.034,1,27,7,12,2
F_001312,2026-07-01 12:30:00,M_2026_07_01_05,MBMW_03,4474.1,2656.5,40.0,42.8,2.8,0,14.6,22.6,47.4,0.06,1,27,7,12,2
F_001313,2026-07-01 12:40:00,M_2026_07_01_05,MBMW_04,2738.0,3387.2,70.0,75.7,5.7,1,15.82,22.9,55.0,0.021,1,27,7,12,2
F_001314,2026-07-01 12:50:00,M_2026_07_01_05,MBMW_05,4086.5,2142.3,70.0,76.3,6.3,1,15.14,22.3,52.2,0.031,1,27,7,12,2
F_001315,2026-07-01 13:00:00,M_2026_07_01_05,MBMW_03,2261.6,3657.5,40.0,41.2,1.2,0,14.74,22.5,53.9,0.038,1,27,7,13,2
F_001316,2026-07-01 13:10:00,M_2026_07_01_05,MBMW_04,3217.9,4122.4,60.0,66.4,6.4,1,15.74,23.0,49.3,0.022,1,27,7,13,2
F_001317,2026-07-01 13:20:00,M_2026_07_01_05,MBMW_05,2632.0,732.2,60.0,60.7,0.7,0,14.37,23.0,50.2,0.01,1,27,7,13,2
F_001318,2026-07-01 13:30:00,M_2026_07_01_05,MBMW_03,3657.9,4164.6,50.0,53.4,3.4,1,15.08,22.7,49.7,0.056,1,27,7,13,2
F_001319,2026-07-01 13:40:00,M_2026_07_01_05,MBMW_04,408.1,2701.5,80.0,84.9,4.9,1,15.64,22.8,48.4,0.031,1,27,7,13,2
F_001320,2026-07-01 13:50:00,M_2026_07_01_05,MBMW_05,301.8,4223.3,50.0,52.3,2.3,0,14.6,22.8,51.0,0.04,1,27,7,13,2
